#timeslot	 max ID in flow 1-max ID ACKed in flow 1	 max ID in flow 2-max ID ACKed in flow 2
30054	120	67
30055	122	71
30056	124	71
30057	124	73
30058	59	8
30059	61	10
30060	62	10
30061	62	12
30062	48	13
30063	48	14
30064	49	15
30065	50	8
30066	51	8
30067	54	12
30068	57	12
30069	59	14
30070	59	14
30071	62	18
30072	62	19
30073	62	20
30074	64	22
30075	67	22
30076	69	24
30077	72	26
30078	74	28
30079	74	29
30080	77	31
30081	77	33
30082	81	34
30083	82	36
30084	82	36
30085	84	38
30086	86	39
30087	87	41
30088	90	42
30089	92	43
30090	93	44
30091	95	44
30092	97	45
30093	98	46
30094	60	6
30095	61	6
30096	63	8
30097	65	8
30098	48	9
30099	53	9
30100	54	11
30101	51	13
30102	52	15
30103	55	18
30104	57	4
30105	57	5
30106	60	6
30107	61	8
30108	64	9
30109	66	11
30110	69	11
30111	71	13
30112	73	16
30113	77	17
30114	82	19
30115	86	22
30116	86	22
30117	88	24
30118	90	26
30119	95	31
30120	98	33
30121	101	35
30122	102	38
30123	103	39
30124	105	39
30125	108	41
30126	109	42
30127	112	42
30128	113	45
30129	115	47
30130	118	47
30131	120	48
30132	125	51
30133	127	52
30134	130	53
30135	133	54
30136	134	55
30137	134	57
30138	103	16
30139	104	18
30140	73	12
30141	71	12
30142	73	11
30143	75	10
30144	74	12
30145	73	14
30146	72	16
30147	72	17
30148	73	17
30149	74	20
30150	72	23
30151	72	27
30152	75	19
30153	76	22
30154	77	25
30155	79	27
30156	79	28
30157	81	29
30158	82	31
30159	82	35
30160	72	23
30161	75	22
30162	78	22
30163	78	23
30164	78	24
30165	70	25
30166	74	26
30167	77	26
30168	77	28
30169	77	31
30170	79	32
30171	80	35
30172	82	28
30173	83	32
30174	85	34
30175	88	35
30176	90	35
30177	91	37
30178	92	37
30179	98	39
30180	99	39
30181	99	40
30182	100	43
30183	74	24
30184	76	24
30185	79	27
30186	82	27
30187	84	20
30188	88	20
30189	88	21
30190	89	23
30191	91	26
30192	93	27
30193	94	28
30194	95	30
30195	99	30
30196	101	31
30197	103	32
30198	106	32
30199	108	17
30200	108	16
30201	110	16
30202	114	16
30203	115	16
30204	116	16
30205	116	14
30206	78	13
30207	77	14
30208	79	14
30209	80	16
30210	83	16
30211	86	17
30212	87	18
30213	77	20
30214	79	22
30215	78	19
30216	78	20
30217	78	23
30218	79	20
30219	79	21
30220	80	22
30221	72	23
30222	72	23
30223	72	23
30224	74	26
30225	77	17
30226	79	21
30227	80	22
30228	80	22
30229	81	19
30230	82	21
30231	84	20
30232	88	21
30233	89	18
30234	89	18
30235	91	21
30236	92	26
30237	67	27
30238	69	30
30239	67	25
30240	66	25
30241	65	26
30242	64	27
30243	63	24
30244	63	24
30245	62	22
30246	63	21
30247	64	22
30248	65	22
30249	63	22
30250	61	25
30251	59	23
30252	59	26
30253	61	30
30254	65	30
30255	66	32
30256	68	32
30257	71	32
30258	71	33
30259	72	35
30260	74	36
30261	76	37
30262	77	38
30263	80	41
30264	73	24
30265	74	26
30266	58	24
30267	62	23
30268	63	21
30269	64	22
30270	60	23
30271	64	24
30272	69	26
30273	70	27
30274	70	28
30275	70	30
30276	71	31
30277	72	34
30278	74	37
30279	75	39
30280	75	40
30281	78	41
30282	79	42
30283	81	43
30284	83	45
30285	83	45
30286	85	46
30287	87	48
30288	87	49
30289	89	52
30290	95	54
30291	97	54
30292	100	56
30293	65	27
30294	66	28
30295	67	29
30296	68	32
30297	69	32
30298	72	33
30299	76	35
30300	67	39
30301	68	24
30302	66	26
30303	69	27
30304	71	31
30305	72	34
30306	74	34
30307	77	35
30308	75	30
30309	77	30
30310	79	32
30311	70	23
30312	70	22
30313	68	24
30314	70	25
30315	71	27
30316	72	28
30317	74	22
30318	75	23
30319	76	21
30320	79	22
30321	71	23
30322	72	23
30323	72	24
30324	70	15
30325	69	13
30326	69	11
30327	67	12
30328	65	16
30329	63	16
30330	65	16
30331	65	18
30332	67	19
30333	67	22
30334	68	23
30335	70	24
30336	70	26
30337	70	29
30338	74	31
30339	74	31
30340	76	33
30341	77	34
30342	81	34
30343	83	37
30344	84	38
30345	88	40
30346	88	42
30347	89	43
30348	92	43
30349	94	48
30350	57	22
30351	55	13
30352	53	14
30353	51	12
30354	53	14
30355	53	14
30356	53	13
30357	53	13
30358	54	14
30359	56	15
30360	56	16
30361	58	19
30362	45	12
30363	47	14
30364	49	16
30365	48	17
30366	49	20
30367	50	17
30368	50	19
30369	54	21
30370	60	22
30371	62	23
30372	64	26
30373	64	26
30374	66	29
30375	68	30
30376	71	32
30377	74	32
30378	77	35
30379	78	36
30380	79	38
30381	82	39
30382	87	40
30383	88	43
30384	89	45
30385	90	45
30386	92	45
30387	92	45
30388	94	47
30389	95	52
30390	96	55
30391	96	60
30392	98	60
30393	98	62
30394	101	62
30395	102	62
30396	104	63
30397	105	64
30398	109	65
30399	112	68
30400	113	68
30401	113	68
30402	48	17
30403	49	17
30404	53	10
30405	53	10
30406	47	7
30407	48	7
30408	51	11
30409	53	14
30410	56	17
30411	59	21
30412	59	17
30413	60	18
30414	62	15
30415	62	15
30416	55	17
30417	55	18
30418	58	19
30419	59	20
30420	56	22
30421	55	23
30422	53	23
30423	52	12
30424	50	14
30425	54	14
30426	53	16
30427	54	19
30428	57	21
30429	59	22
30430	61	24
30431	62	18
30432	62	19
30433	62	21
30434	63	23
30435	64	24
30436	65	26
30437	67	27
30438	68	30
30439	71	32
30440	74	35
30441	74	37
30442	77	39
30443	79	40
30444	79	41
30445	81	42
30446	83	44
30447	84	45
30448	55	14
30449	56	14
30450	57	16
30451	58	14
30452	61	19
30453	63	22
30454	66	23
30455	52	24
30456	51	26
30457	52	19
30458	51	17
30459	52	17
30460	53	15
30461	53	15
30462	53	16
30463	54	16
30464	56	16
30465	58	20
30466	61	20
30467	66	22
30468	68	25
30469	68	27
30470	70	29
30471	74	33
30472	77	36
30473	78	36
30474	80	39
30475	82	39
30476	82	42
30477	83	42
30478	83	45
30479	84	49
30480	86	50
30481	87	50
30482	91	50
30483	91	50
30484	94	53
30485	94	54
30486	98	56
30487	98	56
30488	100	56
30489	101	57
30490	102	61
30491	50	29
30492	51	31
30493	52	33
30494	55	34
30495	53	35
30496	54	36
30497	54	38
30498	54	32
30499	56	32
30500	56	36
30501	56	39
30502	45	29
30503	47	27
30504	47	28
30505	49	29
30506	47	28
30507	46	29
30508	45	30
30509	45	33
30510	45	30
30511	44	30
30512	42	30
30513	44	32
30514	46	35
30515	45	30
30516	48	30
30517	51	31
30518	52	33
30519	53	35
30520	55	32
30521	56	30
30522	58	31
30523	47	31
30524	45	29
30525	47	28
30526	51	27
30527	53	28
30528	54	29
30529	55	25
30530	57	26
30531	59	27
30532	60	26
30533	62	27
30534	62	29
30535	62	31
30536	64	34
30537	65	36
30538	68	33
30539	70	34
30540	71	34
30541	71	35
30542	40	38
30543	42	39
30544	43	41
30545	46	41
30546	48	42
30547	50	31
30548	53	29
30549	56	28
30550	59	28
30551	61	28
30552	65	27
30553	67	29
30554	68	31
30555	68	32
30556	69	34
30557	71	35
30558	58	35
30559	61	35
30560	64	36
30561	66	36
30562	68	37
30563	69	40
30564	69	41
30565	69	43
30566	72	46
30567	72	47
30568	73	49
30569	74	51
30570	80	53
30571	80	57
30572	81	59
30573	83	60
30574	86	62
30575	89	62
30576	92	62
30577	92	63
30578	95	65
30579	95	65
30580	98	68
30581	98	68
30582	101	71
30583	101	74
30584	103	77
30585	103	79
30586	105	80
30587	107	81
30588	110	86
30589	112	89
30590	113	91
30591	114	92
30592	116	92
30593	116	92
30594	117	93
30595	120	95
30596	122	100
30597	125	102
30598	127	103
30599	128	104
30600	129	105
30601	41	40
30602	43	41
30603	47	43
30604	49	46
30605	47	46
30606	54	47
30607	53	40
30608	51	42
30609	50	40
30610	50	41
30611	52	42
30612	54	38
30613	56	40
30614	60	39
30615	61	39
30616	55	39
30617	58	40
30618	61	42
30619	62	43
30620	62	37
30621	64	36
30622	59	36
30623	59	36
30624	58	39
30625	59	41
30626	60	37
30627	60	37
30628	61	38
30629	64	39
30630	65	41
30631	65	42
30632	67	42
30633	67	43
30634	68	47
30635	54	36
30636	55	37
30637	53	38
30638	56	34
30639	56	36
30640	55	34
30641	55	34
30642	56	36
30643	54	37
30644	53	34
30645	51	33
30646	51	33
30647	53	34
30648	55	33
30649	57	36
30650	58	34
30651	62	34
30652	62	38
30653	64	37
30654	70	36
30655	72	36
30656	75	34
30657	78	34
30658	81	36
30659	84	37
30660	85	40
30661	87	40
30662	88	41
30663	92	43
30664	93	43
30665	93	42
30666	95	42
30667	97	38
30668	101	37
30669	101	37
30670	101	40
30671	57	44
30672	56	44
30673	55	44
30674	55	47
30675	56	48
30676	55	50
30677	55	35
30678	55	34
30679	61	34
30680	62	34
30681	65	35
30682	68	37
30683	70	40
30684	70	40
30685	58	36
30686	59	35
30687	58	36
30688	58	37
30689	57	39
30690	58	40
30691	57	41
30692	58	40
30693	57	41
30694	56	42
30695	60	41
30696	62	44
30697	65	48
30698	66	50
30699	66	53
30700	55	47
30701	56	48
30702	58	53
30703	59	55
30704	59	57
30705	60	57
30706	61	53
30707	64	54
30708	64	54
30709	64	58
30710	65	60
30711	66	62
30712	67	63
30713	69	65
30714	73	65
30715	73	67
30716	73	67
30717	74	68
30718	75	70
30719	76	72
30720	78	74
30721	79	76
30722	79	77
30723	48	52
30724	49	53
30725	51	54
30726	53	53
30727	54	52
30728	55	53
30729	57	55
30730	55	55
30731	55	58
30732	53	57
30733	53	58
30734	56	52
30735	57	53
30736	50	54
30737	55	57
30738	54	61
30739	59	64
30740	59	65
30741	62	65
30742	62	60
30743	63	60
30744	63	64
30745	65	65
30746	69	68
30747	67	70
30748	67	70
30749	72	72
30750	75	74
30751	78	74
30752	80	77
30753	83	78
30754	64	59
30755	65	59
30756	67	62
30757	68	59
30758	71	61
30759	73	63
30760	61	62
30761	60	63
30762	63	68
30763	65	65
30764	65	67
30765	69	68
30766	69	70
30767	70	71
30768	74	73
30769	72	73
30770	74	74
30771	77	74
30772	79	75
30773	80	75
30774	83	75
30775	89	77
30776	74	61
30777	75	59
30778	80	59
30779	75	58
30780	75	59
30781	76	59
30782	77	58
30783	77	56
30784	79	55
30785	81	56
30786	81	57
30787	81	57
30788	83	59
30789	84	61
30790	85	63
30791	85	66
30792	86	67
30793	87	67
30794	87	68
30795	88	73
30796	89	74
30797	93	74
30798	95	74
30799	96	75
30800	98	77
30801	86	56
30802	87	61
30803	89	55
30804	90	58
30805	90	56
30806	92	57
30807	96	58
30808	96	58
30809	69	59
30810	68	59
30811	68	60
30812	70	61
30813	70	54
30814	72	56
30815	75	57
30816	79	57
30817	81	57
30818	84	54
30819	86	55
30820	87	57
30821	74	59
30822	75	61
30823	76	63
30824	71	52
30825	71	51
30826	73	51
30827	73	52
30828	75	48
30829	76	49
30830	75	50
30831	74	50
30832	73	50
30833	75	50
30834	78	46
30835	78	48
30836	76	44
30837	75	43
30838	77	42
30839	78	41
30840	77	41
30841	77	43
30842	77	45
30843	78	45
30844	82	47
30845	84	43
30846	85	45
30847	87	45
30848	89	47
30849	90	49
30850	93	51
30851	96	52
30852	98	52
30853	102	52
30854	103	52
30855	103	52
30856	93	40
30857	96	41
30858	98	41
30859	100	42
30860	89	42
30861	89	42
30862	89	29
30863	92	27
30864	98	26
30865	100	25
30866	102	25
30867	102	25
30868	105	27
30869	108	28
30870	109	29
30871	111	29
30872	112	30
30873	102	32
30874	105	33
30875	101	29
30876	98	29
30877	97	29
30878	96	22
30879	96	23
30880	96	24
30881	97	23
30882	95	23
30883	94	21
30884	97	21
30885	97	20
30886	97	21
30887	100	22
30888	103	23
30889	107	20
30890	108	20
30891	111	23
30892	114	25
30893	116	20
30894	116	20
30895	118	20
30896	122	22
30897	125	23
30898	129	22
30899	131	25
30900	112	26
30901	115	27
30902	119	30
30903	120	32
30904	121	33
30905	122	34
30906	124	37
30907	127	40
30908	131	42
30909	133	45
30910	135	48
30911	138	49
30912	138	51
30913	138	52
30914	139	53
30915	139	53
30916	139	53
30917	140	54
30918	140	56
30919	140	59
30920	144	63
30921	146	63
30922	147	65
30923	151	65
30924	153	67
30925	158	69
30926	161	70
30927	129	38
30928	132	35
30929	132	34
30930	135	34
30931	109	36
30932	109	37
30933	108	33
30934	109	34
30935	109	36
30936	111	39
30937	109	41
30938	109	42
30939	112	42
30940	115	40
30941	120	42
30942	112	32
30943	113	32
30944	115	33
30945	116	35
30946	119	33
30947	123	35
30948	125	34
30949	126	34
30950	128	35
30951	130	36
30952	131	38
30953	132	38
30954	138	41
30955	127	43
30956	128	46
30957	129	46
30958	131	49
30959	134	49
30960	134	50
30961	137	52
30962	116	43
30963	117	39
30964	118	40
30965	118	40
30966	118	42
30967	121	44
30968	119	39
30969	118	38
30970	121	38
30971	124	39
30972	121	41
30973	124	43
30974	126	43
30975	129	45
30976	125	34
30977	129	34
30978	129	39
30979	132	40
30980	132	40
30981	126	39
30982	125	40
30983	125	34
30984	123	35
30985	121	34
30986	121	34
30987	123	36
30988	123	40
30989	124	40
30990	125	40
30991	127	42
30992	129	43
30993	133	39
30994	138	41
30995	143	41
30996	144	36
30997	146	36
30998	146	40
30999	147	43
31000	149	45
31001	149	46
31002	150	42
31003	150	46
31004	152	47
31005	154	49
31006	157	49
31007	159	49
31008	128	52
31009	130	52
31010	133	52
31011	136	57
31012	138	58
31013	143	41
31014	145	44
31015	136	46
31016	139	48
31017	139	50
31018	141	43
31019	142	44
31020	143	45
31021	144	46
31022	144	45
31023	147	47
31024	150	51
31025	152	47
31026	154	45
31027	133	44
31028	131	48
31029	131	51
31030	135	51
31031	136	46
31032	135	44
31033	135	46
31034	135	47
31035	139	47
31036	141	48
31037	142	49
31038	145	52
31039	149	56
31040	151	57
31041	152	57
31042	156	59
31043	158	59
31044	158	61
31045	161	64
31046	165	65
31047	166	65
31048	168	66
31049	169	67
31050	171	67
31051	174	68
31052	179	69
31053	181	69
31054	184	73
31055	184	74
31056	185	77
31057	187	77
31058	188	79
31059	190	81
31060	194	81
31061	197	83
31062	199	83
31063	199	84
31064	200	86
31065	201	89
31066	201	92
31067	203	92
31068	204	96
31069	207	99
31070	209	100
31071	209	101
31072	211	103
31073	211	104
31074	213	105
31075	217	106
31076	220	107
31077	220	107
31078	221	108
31079	224	108
31080	224	109
31081	225	110
31082	227	111
31083	229	114
31084	229	115
31085	229	116
31086	233	119
31087	233	121
31088	234	123
31089	234	124
31090	235	126
31091	237	127
31092	238	127
31093	125	50
31094	127	52
31095	131	53
31096	131	46
31097	134	45
31098	128	43
31099	127	43
31100	129	46
31101	129	43
31102	130	47
31103	132	49
31104	134	47
31105	137	46
31106	138	47
31107	128	47
31108	131	47
31109	133	42
31110	134	43
31111	135	44
31112	127	45
31113	129	47
31114	130	48
31115	132	37
31116	134	38
31117	138	35
31118	139	36
31119	140	36
31120	141	37
31121	142	40
31122	144	41
31123	146	41
31124	147	43
31125	126	47
31126	125	49
31127	130	51
31128	131	54
31129	133	57
31130	133	59
31131	134	52
31132	136	54
31133	138	56
31134	141	57
31135	143	58
31136	144	61
31137	145	63
31138	145	63
31139	145	65
31140	145	65
31141	147	65
31142	148	66
31143	150	67
31144	151	68
31145	152	69
31146	153	72
31147	156	76
31148	157	77
31149	159	78
31150	161	79
31151	168	80
31152	168	82
31153	170	84
31154	171	85
31155	176	86
31156	132	38
31157	133	38
31158	138	38
31159	138	39
31160	131	39
31161	132	39
31162	132	40
31163	131	43
31164	132	43
31165	133	27
31166	134	26
31167	132	24
31168	135	23
31169	138	25
31170	139	27
31171	139	28
31172	141	23
31173	143	26
31174	143	28
31175	131	31
31176	131	32
31177	129	34
31178	129	25
31179	128	25
31180	129	28
31181	127	28
31182	126	29
31183	125	31
31184	126	22
31185	125	22
31186	127	24
31187	128	27
31188	129	30
31189	130	33
31190	132	33
31191	137	36
31192	140	37
31193	141	39
31194	143	30
31195	146	28
31196	148	27
31197	149	27
31198	151	27
31199	155	29
31200	139	29
31201	140	31
31202	142	33
31203	144	33
31204	146	33
31205	147	36
31206	149	36
31207	151	37
31208	153	38
31209	155	40
31210	156	44
31211	158	45
31212	159	45
31213	161	46
31214	161	46
31215	162	47
31216	163	49
31217	164	49
31218	167	50
31219	169	51
31220	171	55
31221	146	23
31222	147	24
31223	149	25
31224	133	26
31225	132	26
31226	131	23
31227	130	22
31228	130	23
31229	131	23
31230	132	26
31231	133	22
31232	135	25
31233	138	26
31234	141	27
31235	143	27
31236	143	30
31237	144	30
31238	147	31
31239	147	36
31240	149	36
31241	138	29
31242	139	29
31243	129	20
31244	131	21
31245	133	22
31246	137	19
31247	138	18
31248	139	18
31249	135	18
31250	137	19
31251	139	20
31252	135	20
31253	135	21
31254	133	14
31255	133	13
31256	133	14
31257	133	15
31258	135	15
31259	137	18
31260	136	15
31261	138	16
31262	138	16
31263	138	17
31264	139	19
31265	140	21
31266	141	26
31267	144	21
31268	146	22
31269	148	25
31270	148	25
31271	150	24
31272	152	26
31273	152	23
31274	153	22
31275	154	23
31276	157	22
31277	158	22
31278	159	22
31279	130	21
31280	131	21
31281	131	23
31282	132	25
31283	133	27
31284	134	28
31285	138	29
31286	140	31
31287	141	32
31288	142	33
31289	142	33
31290	144	34
31291	129	23
31292	129	24
31293	130	26
31294	134	28
31295	136	30
31296	137	32
31297	140	32
31298	141	18
31299	143	19
31300	144	18
31301	132	16
31302	133	16
31303	135	23
31304	135	24
31305	137	23
31306	138	24
31307	140	28
31308	141	30
31309	142	30
31310	144	32
31311	147	33
31312	148	34
31313	150	34
31314	152	34
31315	153	35
31316	154	36
31317	155	39
31318	156	39
31319	157	39
31320	160	40
31321	160	43
31322	161	43
31323	161	45
31324	163	45
31325	164	46
31326	166	48
31327	170	49
31328	173	50
31329	173	52
31330	174	54
31331	175	56
31332	176	57
31333	177	58
31334	177	60
31335	123	17
31336	122	18
31337	122	14
31338	123	14
31339	125	17
31340	127	22
31341	127	24
31342	126	17
31343	128	17
31344	130	18
31345	130	21
31346	131	22
31347	134	24
31348	130	17
31349	129	17
31350	129	19
31351	131	19
31352	131	18
31353	128	16
31354	128	17
31355	128	22
31356	127	22
31357	128	23
31358	127	25
31359	127	25
31360	127	27
31361	127	28
31362	127	29
31363	126	29
31364	127	31
31365	126	35
31366	125	16
31367	127	18
31368	129	16
31369	130	16
31370	131	18
31371	131	20
31372	131	23
31373	129	23
31374	130	23
31375	131	25
31376	133	25
31377	136	26
31378	136	27
31379	124	12
31380	124	12
31381	122	13
31382	122	12
31383	123	11
31384	125	11
31385	125	11
31386	129	12
31387	129	14
31388	132	14
31389	132	15
31390	134	18
31391	136	18
31392	138	20
31393	139	22
31394	144	24
31395	146	28
31396	147	29
31397	149	30
31398	152	30
31399	155	31
31400	157	34
31401	160	34
31402	162	35
31403	164	36
31404	165	37
31405	165	38
31406	165	39
31407	165	39
31408	166	39
31409	124	9
31410	123	9
31411	123	7
31412	124	9
31413	124	9
31414	123	7
31415	125	7
31416	127	5
31417	127	3
31418	126	1
31419	125	0
31420	126	0
31421	127	0
31422	124	0
31423	125	1
31424	123	3
31425	124	4
31426	128	4
31427	128	4
31428	129	5
31429	131	8
31430	128	11
31431	128	15
31432	128	18
31433	129	16
31434	131	20
31435	134	20
31436	136	20
31437	138	27
31438	139	27
31439	141	30
31440	144	31
31441	144	36
31442	147	38
31443	147	40
31444	151	40
31445	154	42
31446	157	43
31447	158	45
31448	160	46
31449	161	49
31450	161	50
31451	164	52
31452	164	52
31453	164	54
31454	166	56
31455	169	56
31456	171	58
31457	173	58
31458	173	60
31459	173	61
31460	127	14
31461	129	16
31462	128	19
31463	129	14
31464	132	16
31465	131	19
31466	138	19
31467	136	15
31468	137	16
31469	137	15
31470	137	18
31471	137	19
31472	136	15
31473	135	13
31474	139	16
31475	143	16
31476	145	20
31477	145	21
31478	147	22
31479	149	23
31480	154	23
31481	156	24
31482	158	25
31483	160	25
31484	162	26
31485	165	31
31486	169	34
31487	171	35
31488	171	36
31489	171	37
31490	172	37
31491	177	37
31492	179	40
31493	181	41
31494	184	41
31495	184	43
31496	186	43
31497	189	44
31498	191	44
31499	195	47
31500	153	19
31501	154	20
31502	149	21
31503	149	22
31504	149	23
31505	150	23
31506	150	25
31507	152	12
31508	153	13
31509	154	10
31510	154	10
31511	154	10
31512	154	9
31513	143	8
31514	145	8
31515	145	11
31516	144	13
31517	146	14
31518	147	17
31519	142	14
31520	143	16
31521	142	14
31522	142	17
31523	142	15
31524	143	13
31525	145	11
31526	146	10
31527	140	11
31528	142	13
31529	142	11
31530	147	13
31531	151	12
31532	152	14
31533	144	11
31534	142	15
31535	141	15
31536	142	18
31537	145	18
31538	143	14
31539	144	14
31540	145	14
31541	146	14
31542	146	15
31543	148	17
31544	149	18
31545	150	20
31546	153	23
31547	154	24
31548	137	15
31549	135	15
31550	134	16
31551	135	18
31552	137	20
31553	142	7
31554	145	6
31555	146	8
31556	147	7
31557	148	6
31558	149	7
31559	150	8
31560	150	9
31561	152	6
31562	153	10
31563	156	11
31564	157	11
31565	157	12
31566	158	13
31567	159	17
31568	162	21
31569	166	22
31570	169	22
31571	172	23
31572	172	23
31573	173	23
31574	174	13
31575	180	13
31576	181	9
31577	183	12
31578	183	10
31579	190	10
31580	138	13
31581	140	14
31582	143	14
31583	146	15
31584	146	18
31585	148	16
31586	151	17
31587	152	19
31588	152	22
31589	152	23
31590	153	23
31591	155	23
31592	157	24
31593	159	25
31594	160	26
31595	161	28
31596	161	28
31597	165	28
31598	168	30
31599	169	32
31600	172	34
31601	174	34
31602	174	34
31603	175	34
31604	178	35
31605	180	37
31606	181	39
31607	184	39
31608	187	41
31609	187	45
31610	188	48
31611	193	49
31612	194	50
31613	152	8
31614	139	6
31615	138	5
31616	139	8
31617	143	8
31618	141	8
31619	142	12
31620	141	12
31621	140	12
31622	142	13
31623	143	14
31624	140	2
31625	140	2
31626	139	3
31627	140	5
31628	142	4
31629	143	4
31630	143	5
31631	148	6
31632	149	6
31633	151	9
31634	152	9
31635	153	10
31636	155	12
31637	157	13
31638	160	14
31639	164	16
31640	165	18
31641	165	19
31642	166	20
31643	167	21
31644	170	24
31645	174	25
31646	177	28
31647	178	28
31648	144	12
31649	143	6
31650	143	8
31651	142	6
31652	141	6
31653	140	7
31654	140	9
31655	139	5
31656	139	6
31657	141	7
31658	143	8
31659	147	8
31660	147	8
31661	147	8
31662	148	9
31663	149	10
31664	151	13
31665	153	14
31666	153	16
31667	157	17
31668	158	4
31669	161	3
31670	163	3
31671	167	2
31672	141	1
31673	141	1
31674	141	3
31675	142	3
31676	143	3
31677	144	5
31678	147	6
31679	148	8
31680	149	10
31681	145	11
31682	146	11
31683	150	11
31684	152	11
31685	154	14
31686	155	17
31687	157	18
31688	160	20
31689	162	21
31690	164	21
31691	167	22
31692	167	24
31693	171	25
31694	171	27
31695	171	28
31696	172	30
31697	172	31
31698	173	31
31699	175	31
31700	176	34
31701	177	35
31702	178	38
31703	178	39
31704	178	42
31705	178	42
31706	130	11
31707	132	14
31708	135	18
31709	136	18
31710	140	6
31711	143	9
31712	146	7
31713	149	11
31714	153	11
31715	154	8
31716	155	8
31717	139	9
31718	140	9
31719	140	9
31720	139	12
31721	141	13
31722	145	13
31723	147	13
31724	145	11
31725	145	11
31726	145	9
31727	143	8
31728	143	7
31729	143	6
31730	144	7
31731	150	8
31732	152	9
31733	155	12
31734	156	13
31735	160	13
31736	162	15
31737	164	15
31738	166	15
31739	166	17
31740	167	20
31741	147	16
31742	147	14
31743	147	17
31744	150	20
31745	152	22
31746	156	18
31747	159	18
31748	160	18
31749	166	20
31750	167	20
31751	168	20
31752	169	22
31753	166	11
31754	172	12
31755	174	12
31756	174	13
31757	176	8
31758	178	10
31759	180	7
31760	182	5
31761	160	5
31762	159	4
31763	158	5
31764	160	6
31765	162	6
31766	159	8
31767	159	8
31768	159	8
31769	160	10
31770	161	11
31771	162	2
31772	164	2
31773	164	5
31774	165	6
31775	170	8
31776	171	10
31777	173	8
31778	174	10
31779	176	9
31780	178	9
31781	179	8
31782	182	7
31783	183	9
31784	184	10
31785	158	11
31786	160	12
31787	163	8
31788	167	12
31789	167	14
31790	169	14
31791	170	15
31792	170	17
31793	175	18
31794	175	20
31795	178	20
31796	162	13
31797	163	14
31798	164	18
31799	163	13
31800	162	11
31801	164	12
31802	165	13
31803	166	13
31804	166	14
31805	167	15
31806	168	15
31807	170	17
31808	171	18
31809	172	20
31810	172	21
31811	175	22
31812	177	29
31813	170	16
31814	175	16
31815	166	17
31816	170	18
31817	172	21
31818	172	21
31819	173	23
31820	175	26
31821	172	27
31822	175	28
31823	177	29
31824	181	8
31825	182	8
31826	183	6
31827	184	8
31828	186	11
31829	178	13
31830	178	14
31831	178	14
31832	181	18
31833	182	18
31834	182	19
31835	183	21
31836	183	21
31837	188	26
31838	189	28
31839	191	28
31840	194	30
31841	198	30
31842	200	30
31843	200	31
31844	201	34
31845	203	37
31846	203	40
31847	205	41
31848	208	43
31849	188	14
31850	189	13
31851	195	14
31852	178	14
31853	177	15
31854	178	18
31855	179	10
31856	180	11
31857	186	8
31858	190	9
31859	180	9
31860	180	10
31861	180	10
31862	180	13
31863	182	13
31864	184	14
31865	182	12
31866	182	11
31867	186	14
31868	187	15
31869	190	17
31870	191	12
31871	193	13
31872	194	16
31873	195	16
31874	197	14
31875	200	18
31876	200	20
31877	201	23
31878	207	26
31879	209	26
31880	210	16
31881	211	16
31882	181	16
31883	184	17
31884	184	19
31885	186	19
31886	187	19
31887	189	20
31888	191	24
31889	193	25
31890	194	25
31891	195	28
31892	197	28
31893	197	30
31894	198	31
31895	200	33
31896	203	34
31897	204	36
31898	206	38
31899	210	39
31900	210	43
31901	213	46
31902	214	47
31903	217	47
31904	217	49
31905	218	49
31906	222	50
31907	225	50
31908	226	53
31909	227	53
31910	227	54
31911	182	15
31912	183	16
31913	184	16
31914	184	11
31915	187	10
31916	187	10
31917	188	11
31918	181	11
31919	183	12
31920	187	12
31921	192	12
31922	182	9
31923	184	12
31924	186	10
31925	188	12
31926	189	12
31927	189	7
31928	193	7
31929	182	6
31930	186	8
31931	187	9
31932	190	9
31933	191	10
31934	193	11
31935	196	11
31936	199	13
31937	202	16
31938	202	16
31939	204	17
31940	205	17
31941	205	19
31942	206	20
31943	207	22
31944	209	23
31945	210	25
31946	211	26
31947	211	26
31948	211	27
31949	213	28
31950	213	29
31951	215	29
31952	215	29
31953	218	31
31954	221	32
31955	224	33
31956	226	35
31957	228	37
31958	228	38
31959	230	40
31960	232	42
31961	234	43
31962	236	44
31963	172	5
31964	172	7
31965	170	9
31966	170	12
31967	170	8
31968	168	12
31969	167	10
31970	170	10
31971	170	11
31972	170	11
31973	172	11
31974	175	2
31975	177	2
31976	180	6
31977	182	8
31978	183	7
31979	186	8
31980	189	9
31981	192	10
31982	194	10
31983	196	13
31984	189	15
31985	189	18
31986	176	14
31987	181	16
31988	181	17
31989	182	19
31990	185	20
31991	187	20
31992	188	23
31993	188	23
31994	189	24
31995	189	6
31996	192	7
31997	194	7
31998	195	8
31999	176	9
32000	179	11
32001	180	12
32002	182	0
32003	183	1
32004	185	1
32005	180	0
32006	181	2
32007	185	2
32008	189	2
32009	190	2
32010	191	4
32011	192	4
32012	178	6
32013	179	6
32014	179	6
32015	182	8
32016	181	10
32017	179	12
32018	179	12
32019	180	14
32020	182	14
32021	183	16
32022	184	20
32023	184	23
32024	177	24
32025	175	28
32026	176	9
32027	178	11
32028	179	10
32029	181	9
32030	182	9
32031	185	13
32032	187	14
32033	188	13
32034	189	13
32035	189	15
32036	191	16
32037	180	16
32038	183	17
32039	183	9
32040	185	10
32041	191	11
32042	193	13
32043	199	15
32044	203	19
32045	205	24
